Title,Company,experience,Estimated_salary,location,Industry_type,job_type,key_skills
Data Scientist - Consumer Analytics,Eli Lilly Services India Private Limited,3 - 8 years,Not Disclosed,Bangalore/Bengaluru,Medical Services / Hospital,"Full Time, Permanent",Data ScienceRGoogle AnalyticsJobsData ScientistMarketing CampaignsDigital MarketingData AnalystStatisticsPython
Data & Business Analyst (Remote/Work from Home),AINE Info Tech Pvt Ltd,0 - 2 years,"₹ 4,00,000 - 6,00,000 P.A. ","Kochi/Cochin, Chandigarh, Ranchi",IT Services & Consulting,"Full Time, Permanent",Predictive ModelingBusiness IntelligenceBusiness AnalyticsPower BiData MiningData CleansingAdvanced ExcelTableauBusiness AnalysisSQLData AnalysisData VisualizationData Analytics
Data Science Engineer,Xpetize Technology Solutions Private Limited,5 - 10 years,Not Disclosed,Pune,IT Services & Consulting,"Full Time, Permanent",Data ScienceSasData MiningProcess ImprovementInformation ManagementData CollectionData AnalystData AnalyticsMachine LearningReport Writing
Senior Data Engineer,Essence,1 - 3 years,Not Disclosed,New Delhi,Advertising & Marketing,"Full Time, Permanent",Data ScienceRData ManagementBig DataData AnalysisData EngineerData VisualizationDigital MarketingMachine LearningPython
Data Engineer,Thriveni Earthmovers Private Limited,3 - 5 years,Not Disclosed,Jamshedpur,Metals & Mining,"Full Time, Permanent",Data ScienceRArtificial IntelligenceSCALAData AnalysisBig DataData MiningTableauPythonSQL
Technical Support Lead Security Analyst,ShieldSquare _x001A_,5 - 8 years,Not Disclosed,Chennai,BPO / Call Centre,"Full Time, Permanent",Data analysisTechnical Support Leaddata scienceGCPCustomer satisfactionData analyticsProduct supportSQLPythonSupport Lead
Data Scientist - Cvent - Gurgaon,Cvent India Pvt. Ltd.,2 - 5 years,Not Disclosed,Gurgaon/Gurugram,Miscellaneous,"Full Time, Permanent",Data SciencePredictive ModelingMachine Learning
Data Analytics- RA / SRA,CRISIL LIMITED,2 - 6 years,Not Disclosed,"Mumbai, Pune",IT Services & Consulting,"Full Time, Permanent",Data AnalyticsPythonSQL
Supply Chain Analyst,Shell India Markets Private Limited,4 - 6 years,Not Disclosed,Bangalore/Bengaluru,Petrochemical / Plastics / Rubber,"Full Time, Permanent",ProcurementData ScienceStrategic SourcingExcelCompetitive IntelligenceData AnalysisBig DataMarket IntelligenceSupply ChainAnalytics
Sr Data Scientist / Principal Data Scientist - WFH,CLEAN HARBORS INDIA LLP ,8 - 12 years,Not Disclosed,"Hyderabad/Secunderabad, Pune",IT Services & Consulting,"Full Time, Permanent",Data ScienceAlgorithmsPower BiData ManipulationData AnalysisMicrosoft AzureTableauMachine LearningPythonSQL
Outstanding Opportunity -  Lead Data Scientist - Columbus Global,Columbus Global Services India Pvt. Ltd.,7 - 11 years,Not Disclosed,Hyderabad/Secunderabad( Gachibowli ),IT Services & Consulting,"Full Time, Permanent",PysparkAI MLData EngineeringArtificial IntelligenceNatural Language ProcessingAIBig DataMachine LearningMATLABDeep LearningNumpyData ScienceAzure MLHiveRNLPLinear RegressionData AnalysisStatistical ModelingSparkComputer VisionPythonML
"Data Science Engineer, Smart MFG & AI",Micron Semiconductor Asia Pte Ltd,3 - 8 years,Not Disclosed,Hyderabad/Secunderabad,Electronic Components / Semiconductors,"Full Time, Permanent",Data ScienceRArtificial IntelligenceAdvanced AnalyticsData AnalysisSQL ServerTableauSSISMachine LearningPython
Junior Business Analyst,Olam Information Services Pvt Ltd,3 - 6 years,Not Disclosed,Chennai,IT Services & Consulting,"Full Time, Permanent",JIRASDLCBusiness Analysis
Senior Data Warehouse Engineer,"Hims & Hers - Hims, Inc.",7 - 10 years,Not Disclosed,remote,Fitness & Wellness,"Full Time, Permanent",Data ScienceSoftware EngineeringBig DataData AnalysisData ModelingAnalyticsPythonSql
Data Engineer - Remote,ADHIKARI PLACEMENTS SERVICES( OPC) PRIVATE LIMITED ,1 - 4 years,Not Disclosed,Goa,IT Services & Consulting,"Full Time, Permanent",RExcelPython
Lead Data Scientist,Fractal Analytics,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,Management Consulting,"Full Time, Permanent",Data ScienceRData ScientistData AnalysisTime SeriesData AnalystLead Data ScientistMachine LearningDeep LearningPython
Sr . Data Scientist,Fractal Analytics,3 - 5 years,Not Disclosed,Bangalore/Bengaluru,Management Consulting,"Full Time, Permanent",Data ScienceData ScientistTime Series AnalysisData AnalysisData AnalystMachine LearningDeep LearningPython
Senior Data Scientist,RANDSTAD INDIA PVT LTD,5 - 10 years,"₹ 6,00,000 - 15,00,000 P.A. ",Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",PytorchTensorflowData ScienceMatplotlibExploratory Data AnalysisData WranglingMachine LearningDeep LearningNumpyPython
Data Scientist - III,General Mills,5 - 10 years,Not Disclosed,Mumbai,FMCG,"Full Time, Permanent",Supply chainData analysisAutomationdata scienceAnalyticalMathematicsHTMLData miningStatisticsAnalytics
Hiring For Senior Data Scientist,Tata Consultancy Services Ltd.,5 - 10 years,Not Disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",IT Services & Consulting,"Full Time, Permanent",Data SciencePredictive ModelingPattern RecognitionRArtificial IntelligenceTime Series AnalysisStatistical ModelingData AnalysisMachine LearningDeep LearningPythonSQL
Hiring For Data Scientist,Tata Consultancy Services Ltd.,3 - 8 years,Not Disclosed,"Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",IT Services & Consulting,"Full Time, Permanent",Data ScienceMachine LearningPython
Data Scientist,Shell India Markets Private Limited,5 - 7 years,Not Disclosed,Chennai,Power,"Full Time, Permanent",RetailData analysisdata scienceAnalyticalMachine learningData qualityOperationsRecruitmentSalesforcePython
Data Analyst  Trainer -  Part Time  Weekdays & Weekends,GABA Consultancy services ,6 - 11 years,"₹ 3,00,000 - 3,50,000 P.A. ",Gurgaon/Gurugram,Analytics / KPO / Research,"Part Time, Permanent",Predictive ModelingPower BiBusiness AnalyticsSSRSMSBIAdvanced ExcelTableauSSISSQLData ScienceR ProgrmmingVBAMS AccessAdvanced AnalyticsData Visualizationmis analyticsData AnalyticsPython
Data Scientist,NatWest Group,3 - 8 years,Not Disclosed,Gurgaon/Gurugram,Banking,"Full Time, Permanent",Data ScienceData AnalysisMachine Learning
Senior Analyst ? Data Science and Artificial Intelligence,Samatrix Consulting Private Limited,6 - 11 years,Not Disclosed,Gurgaon,Education / Training,"Full Time, Permanent",advanced analyticsdeep learningAnalystneo4jSASArtificial IntelligencePredictive modelingbig dataSQLPython
Data Scientist 2,Kinara Financial Private Limited,3 - 8 years,Not Disclosed,Bangalore/Bengaluru,Education / Training,"Full Time, Permanent",Data ScienceSoft SkillsLife CycleFinancial ServicesData ScientistData AnalysisSeleniumMachine LearningPythonSql
Data Scientist 1,Kinara Financial Private Limited,1 - 6 years,Not Disclosed,Bangalore/Bengaluru,Education / Training,"Full Time, Permanent",Data ScienceSoft SkillsFinancial ServicesData ScientistData AnalysisSeleniumMachine LearningMl AlgorithmsPythonSql
Analyst - Predictive Modeling and Solutions,Dun & Bradstreet Technologies & Data Services Pvt Ltd.,3 - 5 years,Not Disclosed,Chennai( Kandanchavadi ),Analytics / KPO / Research,"Full Time, Permanent",Predictive ModelingData ScienceStatistical ModelingData AnalysisMachine LearningPython
Senior Data Scientist,Kinara Financial Private Limited,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,Education / Training,"Full Time, Permanent",Data ScienceSoft SkillsGitFinancial ServicesSenior Data ScientistData AnalysisSeleniumMachine LearningPythonSql
"Data Science Engineer, Smart MFG & AI",Micron Semiconductor Asia Pte Ltd,3 - 8 years,Not Disclosed,Hyderabad/Secunderabad,Electronic Components / Semiconductors,"Full Time, Permanent",Data ScienceRArtificial IntelligenceAdvanced AnalyticsData AnalysisData MiningSQL ServerTableauMachine LearningMATLABPython
Data Analyst,Capco Technologies Pvt Ltd,4 - 8 years,Not Disclosed,Mumbai,Banking,"Full Time, Permanent",Financial ServicesUse CasesTechnologyFinanceRelationship ManagementData ManagementData AnalysisManagement SkillsData AnalyticsBusiness Analysis
Senior Service Experience Analyst,Novartis Healthcare Pvt. Ltd.,6 - 11 years,Not Disclosed,Hyderabad/Secunderabad,Pharmaceutical & Life Sciences,"Full Time, Permanent",Data SciencePower BiAdvanced AnalyticsComputer ScienceBig DataData AnalysisData MiningTableauPythonSql
Service Experience Analyst,Novartis Healthcare Pvt. Ltd.,4 - 9 years,Not Disclosed,Hyderabad/Secunderabad,Pharmaceutical & Life Sciences,"Full Time, Permanent",Data ScienceRPower BiAdvanced AnalyticsData AnalysisBig DataData MiningPythonSql
Data Engineer Role :: Encora  (Previously known as Indecomm Digital),ENCORA INNOVATION LABS INDIA PRIVATE LIMITED,3 - 8 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data ScienceBig DataData Analysis
Business Intelligence Analyst,Kinara Financial Private Limited,2 - 7 years,Not Disclosed,Bangalore/Bengaluru,Education / Training,"Full Time, Permanent",Data ScienceBusiness IntelligenceFinancial ServicesData AnalysisTableauPythonSql
Senior Data Scientist,Aryng,4 - 9 years,Not Disclosed,"Bangalore/Bengaluru, Delhi",IT Services & Consulting,"Full Time, Permanent",Data SciencePredictive ModelingData ScientistData ManagementStatistical ModelingData AnalyticsMachine LearningAnalyticsPredictive AnalyticsPythonSQL
Sr Data Scientist,ServiceNow,6 - 11 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",Data ScienceObieeSql ServerData AnalysisData WarehouseDatabase DesignTableauSap HanaOracleData Integration
Co-Founder - Principal Data Scientist/Senior Data Scientist,Benovymed Healthcare Private Limited,2 - 7 years,Not Disclosed,"Gurgaon/Gurugram, Delhi / NCR",Medical Services / Hospital,"Full Time, Permanent",Data ScienceNLPData ScientistArtificial IntelligenceCofounderData ManagementData AnalyticsMachine LearningAnalyticsPython
Associate Analyst ,EA Games,1 - 3 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",Data ScienceRProduct ManagerData AnalysisE - CommerceGame DevelopmentPythonSql
Senior Product Analyst,Aryng,3 - 6 years,Not Disclosed,Delhi / NCR,IT Services & Consulting,"Full Time, Permanent",Data ScienceProduct ManagementData ManagementData ModelingData AnalyticsStatisticsAnalyticsSQL
Senior Product Analyst,Aryng,3 - 6 years,Not Disclosed,Delhi / NCR,IT Services & Consulting,"Full Time, Permanent",Data ScienceData ManagementData ModelingData AnalyticsSQL
Senior Data Scientist,Poshmark,2 - 5 years,Not Disclosed,Pune,Internet,"Full Time, Permanent",Data ScienceAlgorithmsData ScientistData AnalysisBig DataE - CommerceMachine LearningAlgorithmPythonSql
Data Scientist,BPRISE,3 - 7 years,Not Disclosed,Mumbai,Advertising & Marketing,"Full Time, Permanent",Data analysisdata scienceNeural networksAnalyticalMachine learningData collectionData miningbig dataSQLPython
Data Science Senior Engineer,Tejora Technologies Limited,8 - 13 years,Not Disclosed,Pune,IT Services & Consulting,"Full Time, Permanent",Computer scienceAnalytical skillsData analysiscyber securityDatabase designData qualityPredictive modelingData miningPythonData extraction
Business Reporting Analyst,Educate Girls(Part of FOUNDATION TO EDUCATE GIRLS GLOBALLY),2 - 5 years,"₹ 8,00,000 - 10,00,000 P.A. ",Mumbai (All Areas),NGO / Social Services / Industry Associations,"Full Time, Permanent",Data ScienceData ValidationGoogle Data StudioData AnalysisAdvanced ExcelTableauSQL ServerDashboardsStatisticsPython
Data Scientist,torcai digital media,3 - 6 years,Not Disclosed,Pune,Advertising & Marketing,"Full Time, Permanent",Data analysisdata scienceMachine learningMentorStatistics
Lead Data Scientist,"Rakuten, Inc.",5 - 10 years,Not Disclosed,Bangalore/Bengaluru,Electronic Components / Semiconductors,"Full Time, Permanent",Computer scienceLogistic regressionData analysisAutomationdata scienceData modelingMachine learningTelecommunicationdata visualizationMonitoring
data scientist,Global Talent Pool,0 - 2 years,Not Disclosed,Bangalore/Bengaluru,Recruitment / Staffing,"Full Time, Permanent",Computer visionData analysisdata scienceDiagnosticsNetworkingAnalyticalMachine learningResearchStatisticsPython
Lead Data Scientist AI/ML,Peopleplus Professional Services Pvt. Ltd.,8 - 14 years,Not Disclosed,Bangalore/Bengaluru,Recruitment / Staffing,"Full Time, Permanent",Computer scienceAnalytical skillsdeep learningData analysisdata scienceProject managementMachine learningPredictive modelingSQLPython
Data scientist ,"ChargePoint, Pvt. Ltd.",3 - 7 years,Not Disclosed,Gurgaon/Gurugram,Hardware & Networking,"Full Time, Permanent",Data analysisNoSQLdata scienceBusiness analysisRDBMSProject managementBusiness intelligencebig dataOperationsSQL
Sr. Data Scientist - Hitachi Vantara - Hyderabad,Hitachi Vantara India Pvt. Ltd,7 - 10 years,Not Disclosed,Hyderabad/Secunderabad,Software Product,"Full Time, Permanent",Data SciencePredictive ModelingPattern RecognitionRArtificial IntelligenceData AnalysisHypothesis TestingMachine LearningPythonSQL
Senior Data Scientist,ExecBoardinAsia,5 - 10 years,Not Disclosed,Pune,Recruitment / Staffing,"Full Time, Permanent",Data analysisStatistical analysisdata scienceMachine learningManagementResearchMonitoring
Farfetch - Senior Data Scientist,Farfetch,5 - 9 years,Not Disclosed,New Delhi,Internet,"Full Time, Permanent",Computer scienceData analysisOperations researchdata scienceGCPMachine learningHypothesis TestingTechnical supportAnalyticsPython
Senior Data Scientist,Dream11 Inc,3 - 4 years,Not Disclosed,Mumbai,Fitness & Wellness,"Full Time, Permanent",Data analysisBackendcustomer analyticsdata scienceBusiness analyticsDemand forecastingMachine learningdata visualizationCustomer experiencePython
Data Scientist,Aera Technology,4 - 7 years,Not Disclosed,Pune,IT Services & Consulting,"Full Time, Permanent",Computer scienceSANData analysisRelationship Executivedata sciencesparkMachine learningEnterprise softwarePythonBusiness operations
Data Scientists-AI/ML,Peopleplus Professional Services Pvt. Ltd.,3 - 7 years,Not Disclosed,Bangalore/Bengaluru,Recruitment / Staffing,"Full Time, Permanent",Computer scienceAnalytical skillsdeep learningData analysisdata scienceProject managementMachine learningPredictive modelingSQLPython
Data Scientist,Arnold Consulting Pvt Ltd,10 - 15 years,Not Disclosed,Bengaluru,IT Services & Consulting,"Full Time, Permanent",Computer scienceData analysisStatistical modelingdata scienceArtificial IntelligenceConsultingMachine learningDatabaseData processingSQL
Data Scientist,iHackers Inc,3 - 7 years,Not Disclosed,New Delhi,IT Services & Consulting,"Full Time, Permanent",Data ScienceRBusiness SolutionsData ScientistNeural NetworksData AnalysisData MiningMachine LearningPythonComputer Languages
EXL Services - Data Scientist (3-7 yrs),EXL Service,3 - 7 years,"₹ 17,00,000 - 22,50,000 P.A. ","Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",Analytics / KPO / Research,"Full Time, Permanent",Data ScientistPythonSQL
Data Scientist,FRONTDOOR INDIA PRIVATE LIMITED,4 - 9 years,Not Disclosed,Pune,FMCG,"Full Time, Permanent",Data ScienceAlgorithmsdata modelingData AnalysisSQL QueriesComputer VisionMachine LearningR ShinyStatistical AnalysisDeep Learning
Reports Analyst,MetLife,3 - 8 years,Not Disclosed,Hyderabad/Secunderabad,Insurance,"Full Time, Permanent",Data analysisdata scienceCodingBusiness analyticsConsultingSchemaAsset managementAnalyticsFinancial servicesSQL
Staff Data Scientist- Policy Optimization,"Rakuten, Inc.",3 - 7 years,Not Disclosed,Bangalore/Bengaluru,Electronic Components / Semiconductors,"Full Time, Permanent",Computer scienceLogistic regressiondeep learningData analysisdata scienceData modelingMachine learningdata visualizationStatisticsPython
Staff Data Scientist,"Rakuten, Inc.",3 - 7 years,Not Disclosed,Bangalore/Bengaluru,Electronic Components / Semiconductors,"Full Time, Permanent",Computer scienceLogistic regressiondeep learningData analysisdata scienceData modelingMachine learningdata visualizationStatisticsPython
Senior Data Scientist,Easebuzz Private Limited,1 - 6 years,Not Disclosed,Pune,Software Product,"Full Time, Permanent",Data SciencePredictive ModelingData ScientistNeural NetworksData AnalysisData MiningData VisualizationMachine LearningDeep LearningPython
Data Scientist & Business Development,Grid Logic Software Private Limited,3 - 6 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",Data ScienceGeneral StatisticsPower BiData ScientistComputer ScienceData AnalysisData AnalystMachine LearningPythonSql
Data Scientist,Walmart Labs,4 - 8 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",ProcurementComputer scienceCloud computingData analysisdata scienceDb2CodingAgileData miningPython
Data Scientist,NeenOpal Intelligent Solutions Private Limited,2 - 5 years,Not Disclosed,Bangalore/Bengaluru,Management Consulting,"Full Time, Permanent",Data SciencePythonSQL
Senior Data Scientist,Aera Technology,5 - 10 years,Not Disclosed,Pune,IT Services & Consulting,"Full Time, Permanent",algorithmsSANpythonData analysissoftware developmentBusiness operationsComputer scienceoperationsdata sciencesparkMachine learningDistribution systemEnterprise softwareMonitoring
